iter	MultiClass
217	0.2786851521
218	0.2770821362
219	0.2754952239
220	0.27387945
221	0.2724817451
222	0.2709345515
223	0.2694864873
224	0.268029541
225	0.2665111432
226	0.2650257705
227	0.2636057537
228	0.2622150405
229	0.2607631053
230	0.259418701
231	0.2579820702
232	0.256605161
233	0.2552709705
234	0.2539092878
235	0.2525930303
236	0.2513211066
237	0.2499181752
238	0.2487021347
239	0.2473483443
240	0.2460816919
241	0.2448055067
242	0.243563534
243	0.2425415947
244	0.2413169239
245	0.2400808843
246	0.2388205797
247	0.2376856979
248	0.2364525984
249	0.2352173816
250	0.2339999661
251	0.2328884761
252	0.231602277
253	0.2304092967
254	0.2293479074
255	0.2282082659
256	0.2270547595
257	0.2258704824
258	0.2248146644
259	0.2238142768
260	0.2226195206
261	0.2215514213
262	0.220423718
263	0.2193222236
264	0.2183273533
265	0.2173144299
266	0.2162326283
267	0.2152312353
268	0.2143253559
269	0.2133706948
270	0.2123712581
271	0.2114203024
272	0.2105514461
273	0.2094994085
274	0.2085214424
275	0.2076467983
276	0.2066590249
277	0.2057387989
278	0.2047841013
279	0.2040108949
280	0.2030825931
281	0.2021094699
282	0.2011148581
283	0.2002276125
284	0.1992996216
285	0.1983684001
286	0.1974370316
287	0.1965883611
288	0.195747448
289	0.1949675355
290	0.1940783225
291	0.1931657674
292	0.192359783
293	0.191728859
294	0.1908943047
295	0.1899461925
296	0.1891382783
297	0.188379904
298	0.1875657038
299	0.1866768787
300	0.1858383481
301	0.1850816457
302	0.1842478185
303	0.183438792
304	0.1826081022
305	0.1819104793
306	0.1811442335
307	0.1804028515
308	0.1795987448
309	0.1787324501
310	0.1778887236
311	0.1771723335
312	0.1765100441
313	0.1757682821
314	0.1750979679
315	0.1742451022
316	0.1735251837
317	0.1728156187
318	0.1721404622
319	0.1713993807
320	0.1707673477
321	0.1700222168
322	0.169381954
323	0.1686022868
324	0.1684258262
325	0.1677670713
326	0.1670577825
327	0.1664097849
328	0.1657345438
329	0.1650854918
330	0.1644305741
331	0.1637767607
332	0.1631821092
333	0.1625517755
334	0.161844321
335	0.161345023
336	0.1611048963
337	0.1605294096
338	0.1599692549
339	0.159339455
340	0.1587405138
341	0.1581529864
342	0.1576188707
343	0.1570733654
344	0.1564787075
345	0.1558469286
346	0.1553221653
347	0.1548512614
348	0.1542391402
349	0.1536974105
350	0.1531558066
351	0.1525020392
352	0.1518677924
353	0.1513357182
354	0.1507473925
355	0.1502900497
356	0.1498670379
357	0.1493839543
358	0.1487076637
359	0.1482031219
360	0.1477173895
361	0.1471380047
362	0.1466035956
363	0.146109835
364	0.1455941619
365	0.1451768346
366	0.1446361613
367	0.1441523823
368	0.1436653678
369	0.1430528992
370	0.1426377979
371	0.142170886
372	0.1416464723
373	0.141258035
374	0.1406602795
375	0.1402004142
376	0.139756971
377	0.1395138806
378	0.1390628391
379	0.1389415321
380	0.1383747208
381	0.1379457807
382	0.1374636328
383	0.1369024958
384	0.1364501657
385	0.1359986456
386	0.1354456328
387	0.1350711751
388	0.1345398773
389	0.1343444355
390	0.1339411127
391	0.1335241341
392	0.1330455454
393	0.1326477957
394	0.1322019138
395	0.1317295509
396	0.1313178272
397	0.1308706284
398	0.1303660918
399	0.1300057094
400	0.1296451705
401	0.1292474046
402	0.1287929954
403	0.1283454146
404	0.1280073574
405	0.1275840574
406	0.1271738413
407	0.1267445158
408	0.1263715017
409	0.1260462899
410	0.1257413973
411	0.1252836264
412	0.1248961651
413	0.1245320048
414	0.1241110343
415	0.1237339178
416	0.1236373736
417	0.1232747859
418	0.1229854154
419	0.1226367394
420	0.1222783177
421	0.1220344618
422	0.1215661468
423	0.121239789
424	0.1208257724
425	0.1205185352
426	0.1201195306
427	0.1197882003
428	0.1193820614
429	0.119030017
430	0.118696895
431	0.1183831541
432	0.1180856576
433	0.1178452331
434	0.1175225991
435	0.1171985795
436	0.1168198441
437	0.1166161444
438	0.1162747713
439	0.1160044261
440	0.1156145834
441	0.115254597
442	0.1148613827
443	0.1144882876
444	0.1140933733
445	0.1138053559
446	0.1135610017
447	0.1133195542
448	0.1129650147
449	0.1125239788
450	0.1121646936
451	0.1118340064
452	0.1115310036
453	0.1112612947
454	0.1110639013
455	0.1107539257
456	0.1104714792
457	0.1101996406
458	0.1098668796
459	0.1096077322
460	0.1092835277
461	0.1089232665
462	0.1087378946
463	0.1084996489
464	0.1083486216
465	0.1080126221
466	0.1076800323
467	0.1073901939
468	0.1072036219
469	0.1068725838
470	0.1065310245
471	0.1062926559
472	0.1059840347
473	0.1056356892
474	0.1055651064
475	0.1052201152
476	0.1049596748
477	0.1046716909
478	0.1043987291
479	0.104109553
480	0.1040412853
481	0.1037906907
482	0.1034450166
483	0.1031354788
484	0.1028494163
485	0.1026324507
486	0.1025662983
487	0.102295154
488	0.1019669706
489	0.1017261742
490	0.1014098951
491	0.1011249967
492	0.1008880994
493	0.1008771476
494	0.1006484267
495	0.1003749863
496	0.1001689232
497	0.09994163742
498	0.09987923332
499	0.09981738956
500	0.09952552994
501	0.09921892189
502	0.09895616242
503	0.09868467355
504	0.09849015983
505	0.09828845281
506	0.09800583928
507	0.09776795899
508	0.09753256678
509	0.09729545033
510	0.09713647388
511	0.09697256907
512	0.09674146074
